cjv,cnr,efc,fber,fwhm_avg,fwhm_x,fwhm_y,fwhm_z,icvs_csf,icvs_gm,icvs_wm,inu_med,inu_range,provenance,qi_1,qi_2,rpve_csf,rpve_gm,rpve_wm,size_x,size_y,size_z,snr_csf,snr_gm,snr_total,snr_wm,snrd_csf,snrd_gm,snrd_total,snrd_wm,spacing_x,spacing_y,spacing_z,summary_bg_k,summary_bg_mad,summary_bg_mean,summary_bg_median,summary_bg_n,summary_bg_p05,summary_bg_p95,summary_bg_stdv,summary_csf_k,summary_csf_mad,summary_csf_mean,summary_csf_median,summary_csf_n,summary_csf_p05,summary_csf_p95,summary_csf_stdv,summary_gm_k,summary_gm_mad,summary_gm_mean,summary_gm_median,summary_gm_n,summary_gm_p05,summary_gm_p95,summary_gm_stdv,summary_wm_k,summary_wm_mad,summary_wm_mean,summary_wm_median,summary_wm_n,summary_wm_p05,summary_wm_p95,summary_wm_stdv,tpm_overlap_csf,tpm_overlap_gm,tpm_overlap_wm,wm2max,subject,repetition,file
0.914927131782945,1.027733282170475,0.6213000000000001,60616.6782,4.123306666666667,3.99067,4.16079,4.21846,0.24485349169099901,0.37631006179901405,0.37883644650998605,0.43440587818622506,0.23692809939384402,,0,0.002958244280468,7.020490547211087,6.878136929853597,6.947485299970653,176,256,256,2.5152266661293483,7.964951421295744,8.31493213153273,14.4646183071731,64.55598825371965,90.1004935395458,86.18153178021403,103.88811354737666,1,1.0,1.0,434.3346,0,2.706,0,2511834,0,13,6.1296,4.368,143.1782,596.0335,604,396038.2802489614,155,969,240.1371,4.4727,63.557,845.1337,843,608662.7096310287,672,1023,105.8386,3.8579,54.4686,968.2894,972,612749.010582959,851,1072,67.1984,0.234516727457129,0.539103512213409,0.5362408122629401,0.7251104727094331,0051484,14,/lustre09/project/6049200/ychatel/mriqc-fuzzy/results/fuzzy/14/sub-0051484/sub-0051484/anat/sub-0051484_T1w.json
0.70608679245283,1.384793675542616,0.6248,-1.0,4.569556666666666,4.30442,4.52525,4.879,0.252372376146214,0.377390880446193,0.37023674340759105,0.390940904617309,0.259588259458541,,0,0.008397433584284,7.390726443537631,7.280794558962106,7.350167765277539,176,256,256,2.243648224410474,8.2196414505438,8.954442721653153,16.400038490005183,97.61504469987229,150.42013554704127,142.67290977721015,179.9835490847169,1,1.0,1.0,15.212,0,1.6294,0,2588328,0,9,3.5235000000000003,0.8567,149.0451,520.9285,525,388983.31011633575,75,879,233.9936,2.2135,64.7153,811.6682,809,581675.2060004742,648,985,98.4227,6.0801,47.5525,958.1974,968,570648.4844995084,847,1041,59.0242,0.22146908704145402,0.5378555828943961,0.559444459364402,0.767938552041964,0051460,14,/lustre09/project/6049200/ychatel/mriqc-fuzzy/results/fuzzy/14/sub-0051460/sub-0051460/anat/sub-0051460_T1w.json
0.80035850340136,1.187219514158617,0.6488,-1.0,4.459033333333333,4.33746,4.41083,4.62881,0.243403856920359,0.383019860283132,0.373576282796508,0.460373759269714,0.26434748768806404,,0,0.006166907713126,6.819411157146009,6.676521944932525,6.738334344768437,176,256,256,2.061516562363033,8.046590365790474,7.784205209430191,13.244508700137063,93.98797298202523,147.93048665847937,138.9095917159763,174.81031550742432,1,1.0,1.0,110.5774,0,1.5939,0,2685755,0,9,3.5827999999999998,0.6268,163.3693,506.2881,514,406360.06171450345,71,894,249.3307,4.6886,61.2246,812.7959,809,639447.4435689002,649,990,100.5394,4.2088,56.4281,944.6454,956,623681.4948332331,813,1046,72.1808,0.21784049824186602,0.545894017969283,0.546748927371011,0.7304109154122931,0051473,14,/lustre09/project/6049200/ychatel/mriqc-fuzzy/results/fuzzy/14/sub-0051473/sub-0051473/anat/sub-0051473_T1w.json
0.8730235294117641,1.039402093885055,0.6208,48759.1824,4.462263333333333,4.30894,4.36583,4.71202,0.256307317349308,0.365685918600939,0.37800676404975103,0.384737119078636,0.22729301303625102,,0,0.007705403181391001,7.950537427877607,7.795586823998291,7.851498813746512,176,256,256,1.911744077009617,7.50695299903823,7.831637811367128,14.076216358053536,56.23644799584708,101.29848299899885,91.78403715376915,117.8171804664615,1,1.0,1.0,9.963,0,2.7858,0,2789175,0,14,5.3938,1.5078,178.281,464.0249,463,368398.7090704604,61,862,242.1869,3.411,59.9087,834.5068,834,525612.0727689986,644,1020,111.0969,3.2695,58.8225,960.9036,970,543321.218200118,838,1060,68.9105,0.20170295280250702,0.532897915461081,0.541329930377494,0.793637497022568,0051479,14,/lustre09/project/6049200/ychatel/mriqc-fuzzy/results/fuzzy/14/sub-0051479/sub-0051479/anat/sub-0051479_T1w.json
0.746400709219858,1.367080984263632,0.6542,-1.0,4.3118099999999995,4.06406,4.31314,4.55823,0.22413972976197602,0.396570572610268,0.37928969762775505,0.382488206028938,0.21038347482681202,,0,0.007738949033583,6.577470795314251,6.462128149786594,6.525098863877187,176,256,256,2.364725010383918,9.628985857602645,9.345577233931794,16.043020833808818,82.32051589586266,111.64203744405454,108.33820403017376,131.0520587506041,1,1.0,1.0,382.8791,0,1.6249,0,2621848,0,9,4.7591,1.911,183.8964,568.9202,598,387178.52099982137,95,948,252.8832,3.6491,58.1823,815.4122,811,685035.2141423139,682,967,84.2248,10.4614,47.0602,944.6569,952,655184.2652524518,834,1029,59.3404,0.24678632877993503,0.552710975304285,0.562064615146558,0.6920663997999621,0051474,14,/lustre09/project/6049200/ychatel/mriqc-fuzzy/results/fuzzy/14/sub-0051474/sub-0051474/anat/sub-0051474_T1w.json
0.7483277027027021,1.353571039186873,0.6266,-1.0,4.55427,4.41876,4.34191,4.90214,0.24502107925857702,0.37770866338514103,0.377270257356281,0.32447007298469505,0.19909139275550802,,0,0.008172634999373,7.016276792975056,6.906554845610412,6.965985183451348,176,256,256,2.020855859891825,8.666429338494115,9.696783480419109,18.40306524287139,88.38583449034658,142.10382710292615,132.66456322531633,167.50402808267626,1,1.0,1.0,1372.3457,0,1.5608,0,2915296,0,9,3.8173,0.7756000000000001,176.3526,505.8275,515,398124.95090948325,56,899,254.8422,1.5506,65.339,831.4372,828,613723.6988887838,674,998,95.541,2.9058,45.4135,970.414,976,613011.3504686138,872,1048,53.0346,0.20965569597285102,0.5296083700595431,0.5480159354652681,0.8703220475339221,0051490,14,/lustre09/project/6049200/ychatel/mriqc-fuzzy/results/fuzzy/14/sub-0051490/sub-0051490/anat/sub-0051490_T1w.json
0.727508609271523,1.333840783413685,0.616,-1.0,4.887206666666667,4.55784,4.88439,5.21939,0.245050791242219,0.38714155359018504,0.367807655167594,0.39492166042327803,0.29609176516532904,,0,0.003932716156241,6.517230703526879,6.389478957571994,6.447507145962869,176,256,256,2.021014603254244,8.80147390463283,8.355546073584954,14.244149712867786,33.383849996948676,53.30754490530727,50.02024630281332,63.369344006184015,1,1.0,1.0,4272.0645,0,1.7544,0,2625317,0,9,9.8318,0.3034,164.7543,493.7885,501,428259.33953810297,59,874,247.895,5.7762,58.9356,804.4189,800,676582.128985686,659,969,90.8938,7.9336,50.9182,938.2871,951,642793.5314170646,813,1029,66.7642,0.20656362871223602,0.5405006150495321,0.550730132888197,0.8671781894857721,0051463,14,/lustre09/project/6049200/ychatel/mriqc-fuzzy/results/fuzzy/14/sub-0051463/sub-0051463/anat/sub-0051463_T1w.json
1.067132743362832,0.878944579459155,0.6675,54652.5962,4.393576666666667,4.2753,4.49573,4.4097,0.24023182935060303,0.377866956446542,0.38190121420285406,0.49442024528980205,0.22301826924085602,,0,0.0055308402720810005,7.566290106724214,7.39242586118965,7.44798104750198,176,256,256,2.19962302462352,8.167457524169812,7.760152842745427,12.913377979442949,36.150714837518684,55.935015139506184,51.81602460044345,63.362343824305476,1,1.0,1.0,245.5665,0,2.4241,0,2635131,0,10,9.9673,1.9106,168.5752,547.2844,550,361906.36817835225,114,946,250.0425,3.0144,61.364,853.2373,851,569252.0355518506,683,1030,104.1939,1.2717,59.222,960.6883,964,575329.5964513737,832,1078,74.6512,0.22405237878234202,0.543684300433657,0.537820605623344,0.744920725977904,0051487,14,/lustre09/project/6049200/ychatel/mriqc-fuzzy/results/fuzzy/14/sub-0051487/sub-0051487/anat/sub-0051487_T1w.json
0.7136942307692301,1.323470014340032,0.6527000000000001,-1.0,4.412933333333334,4.22557,4.3538,4.65943,0.24989169243498202,0.37832949937758403,0.37177880818743203,0.41284385323524403,0.238755801320075,,0,0.0019046483996780002,5.843621190313439,5.720531729938537,5.785282639391182,176,256,256,2.201571407965621,8.201654507522527,8.579994623110581,15.336757953843593,50.7888493362664,80.90435099749678,76.03418736251233,96.4093617537738,1,1.0,1.0,330.2629,0,2.1498,0,2436809,0,9,6.5915,0.6073000000000001,156.4347,513.6499,511,486034.84389791125,88,874,232.1067,8.2263,62.0339,818.4266,814,735844.0666041825,656,994,99.2482,5.7834,49.3024,959.1717,970,723103.0901475212,839,1046,63.2467,0.20920539546683803,0.536897767997364,0.5498378641252211,0.7351182977707791,0051470,14,/lustre09/project/6049200/ychatel/mriqc-fuzzy/results/fuzzy/14/sub-0051470/sub-0051470/anat/sub-0051470_T1w.json
0.7926608391608391,1.241631474975172,0.6366,81130.0278,4.635829999999999,4.27896,4.69228,4.93625,0.249492451779862,0.37463129266640205,0.37587625555373505,0.35473641753196705,0.19116231799125602,,0,0.005822209239946001,7.494010768677811,7.36986422736617,7.440656453605618,176,256,256,2.607862740316685,8.452870591525372,9.020398130157739,16.00046105863116,88.57461811346218,130.57256538294692,124.09919757073311,153.15040921579023,1,1.0,1.0,384.8065,0,1.7014,0,2671357,0,9,4.1494,1.2197,140.1486,562.7362,561,379114.0098155602,164,899,215.1184,-0.1563,62.9859,829.9646,827,569267.60930813,670,999,97.8365,0.5995,50.3646,964.0412,970,571159.3814596371,854,1054,60.6232,0.22444531699455403,0.544166932571417,0.553553746550921,0.8002619620156111,0051493,14,/lustre09/project/6049200/ychatel/mriqc-fuzzy/results/fuzzy/14/sub-0051493/sub-0051493/anat/sub-0051493_T1w.json
1.093841739130435,0.8322760773698531,0.6734,-1.0,4.330133333333333,4.0972,4.27916,4.61404,0.23646366362074603,0.382981408595694,0.38055492778355804,0.6680876910686491,0.44922927320003503,,0,0.006759130113203,5.484454805919432,5.315029204692796,5.377027531702526,176,256,256,2.573060569558618,8.12452828673966,7.870377759739107,12.91354442291904,12.640342347119121,17.117532308236125,16.364901237186285,19.336829056203605,1,1.0,1.0,715.5949,0,3.7549,0,3402681,0,15,33.948,1.1964000000000001,163.5114,639.0225,655,487214.4619389782,153,1033,254.5604,-0.40890000000000004,66.0918,889.6018,887,789102.554127948,714,1073,109.1755,-0.23440000000000003,59.7,998.7633,1002,784102.9845315545,866,1122,77.5929,0.23618326332793502,0.533732803513102,0.519089336042575,0.619330441848505,0051464,14,/lustre09/project/6049200/ychatel/mriqc-fuzzy/results/fuzzy/14/sub-0051464/sub-0051464/anat/sub-0051464_T1w.json
0.6855089171974521,1.480497581626814,0.6415000000000001,-1.0,4.228393333333333,4.11065,4.24385,4.33068,0.23247251714886802,0.400208267044362,0.367319215806769,0.372650161385536,0.184842750430107,,0,0.004889573470524,8.366992733068315,8.253761297472975,8.311774555432375,176,256,256,1.962429590692007,9.721828991485879,8.5854642629031,14.072134206531414,119.7252192982456,181.07014118629908,172.55634781397941,216.8736829573935,1,1.0,1.0,29.1896,0,1.0193,0,2401664,0,7,2.8728,0.529,182.9679,496.6673,525,317218.0484890519,39,896,267.5251,-0.4345,57.3677,796.5407,794,546100.1886072448,663,948,81.6718,-0.4179,50.2572,937.2735,951,501221.7626401674,809,1028,67.5803,0.218399051378583,0.5618320095314231,0.5721440672548751,0.8288279176097191,0051480,14,/lustre09/project/6049200/ychatel/mriqc-fuzzy/results/fuzzy/14/sub-0051480/sub-0051480/anat/sub-0051480_T1w.json
0.7908603896103891,1.113620113733802,0.6537000000000001,-1.0,4.411273333333334,4.29317,4.3284,4.61225,0.25901011701472004,0.364467509091339,0.37652237389393906,0.43941140174865706,0.26965048015117604,,0,0.008814272245460001,6.944206710216066,6.802078515700898,6.8757136835001855,176,256,256,2.308357798164688,6.81451072977658,7.595938824758474,13.664947946334156,75.82703816686582,124.33178322907149,116.04299768046673,147.97017164546287,1,1.0,1.0,12.4923,0,2.0322,0,2660913,0,10,4.2681000000000004,0.3289,136.847,503.4091,494,424463.70799405593,109,852,214.0047,-0.042300000000000004,62.973,808.8204,810,597286.4385968168,602,1007,118.8639,-0.452,58.8195,951.5642,964,617041.8546108868,822,1050,70.5454,0.214005324915294,0.5207490254174041,0.533177157277834,0.7120312731041321,0051466,14,/lustre09/project/6049200/ychatel/mriqc-fuzzy/results/fuzzy/14/sub-0051466/sub-0051466/anat/sub-0051466_T1w.json
0.9250328,1.019362068128049,0.6373,-1.0,4.18638,4.08226,4.07025,4.40663,0.254446445306714,0.37139497124631804,0.374158583446966,0.458648264408111,0.251954263448715,,0,0.006949861914563001,7.7588031013437835,7.600448421618624,7.656559518897545,176,256,256,2.101396196989111,8.269019435754476,7.950136330730671,13.479993359448425,93.21084156419504,154.04905551926842,141.5217168659302,177.3052535143271,1,1.0,1.0,144.6652,0,1.2086999999999999,0,3028950,0,8,3.5213,0.341,160.509,499.3718,501,374414.1276398613,60,877,238.4126,1.7683,57.1736,829.9126,828,546502.1293632207,662,1001,100.1327,1.3771,58.4555,946.7159,953,550568.7432630266,824,1053,70.6973,0.20400018237491102,0.547487330541725,0.5550428662037651,0.7944202882157041,0051482,14,/lustre09/project/6049200/ychatel/mriqc-fuzzy/results/fuzzy/14/sub-0051482/sub-0051482/anat/sub-0051482_T1w.json
0.7789993377483441,1.18850340130139,0.6442,-1.0,4.50054,4.31455,4.45489,4.73218,0.25699473945407303,0.36110810654971504,0.38189715399621005,0.38844957947731,0.22279112040996502,,0,0.008452138709658,7.430304901045281,7.30546272076122,7.373137966542041,176,256,256,2.247634186086023,7.376331081551795,8.822809972474621,16.844464649786044,86.93786403403162,145.8312557990208,135.02244877866067,172.29822650292962,1,1.0,1.0,69.3478,0,1.8139,0,2494627,0,9,3.7377000000000002,0.38480000000000003,151.5568,507.6033,496,394386.954549029,104,870,220.6762,0.6472,67.3127,832.2069,832,554160.473119563,639,1019,112.7931,0.4824,50.3162,975.0827,983,586063.5740461247,867,1060,58.3574,0.20879373618641,0.515180020886278,0.5433186760819081,0.7332054738489641,0051491,14,/lustre09/project/6049200/ychatel/mriqc-fuzzy/results/fuzzy/14/sub-0051491/sub-0051491/anat/sub-0051491_T1w.json
0.7860848684210521,1.1405566134536569,0.6481,-1.0,4.52837,4.38942,4.42012,4.77557,0.24915952234664002,0.375288185865611,0.375552291787747,0.473837792873382,0.312187159061431,,0,0.0072261280193200005,6.521527054396976,6.377228184750016,6.43998762192034,176,256,256,1.960231196174498,7.467544275211044,7.641001413025342,13.495228767690483,12.843976473949898,21.241961091532524,19.759963806076765,25.193953852747878,1,1.0,1.0,1017.7658,0,2.7263,0,2537721,0,10,25.1976,1.5046,160.8857,490.3269,494,434808.0335100391,62,886,252.0108,5.849,62.2244,819.0345,817,654915.0382009345,635,1006,109.4067,7.5299,57.2605,955.0585,969,655375.9291817842,824,1054,71.8031,0.21463091658709602,0.5414433986211881,0.54428573323354,0.7465058196626491,0051478,14,/lustre09/project/6049200/ychatel/mriqc-fuzzy/results/fuzzy/14/sub-0051478/sub-0051478/anat/sub-0051478_T1w.json
